Agar Agar Powder,Bagel,Bakery Cookies,Baking Powder,Baking Soda,Banana Bread,Biscuit,Biscuits Gift Pack,Bourbon Biscuits,Bread Crumbs,Brownie,Butter Cookies,Cake,Cake Decoration,Cake Mix,Candy,Center Filled Biscuits,Choco Pie,Chocolate Cake,Chocolate Cookies,Cocoa Powder,Coconut Milk Powder,Color,Combo,Cookie Mix,Cookies,Cookies Gift Pack,Corn Flour,Cracker,Crackers,Cream Biscuits,Cream Roll,Crisps,Croissant,Cupcake,Custard Mix,Custard Powder,Drip,Dust,Essence,Food Colour,Fresh Bakery Cake,Fresh Bakery Cookies,Frosting,Fruit Cake,Gelatin,Gift Box,Glucose & Milk Biscuits,Gluten,Gum Powder,Healthy & Digestive,Jelly,Lavash,Loaf,Marie Biscuits,Milk,Mix,Multigrain Bread,Pancake Mix,Paste,Pastry,Pie,Pizza Base,Potato Biscuits,Powder,Puff Roll,Rusk,Sandwich Cream Biscuits,Sheets,Shortening,Sourdough,Sprinkles,Sweet & Salty Biscuits,Sweets,Swiss Roll,Toast,Topping,Wafer Bar,Wafer Roll,Wafers,Waffle,Wheat Bread,Yeast,Yeast Extract,Yeast Flakes
0,0,2,4,3,2,51,0,0,0,1,0,7,0,5,0,2,6,2,1,1,0,0,2,0,24,0,0,1,1,4,0,0,7,0,0,1,0,0,4,0,1,3,0,7,0,0,1,0,0,1,0,1,6,10,0,0,3,2,0,0,0,0,1,0,14,10,21,0,0,1,0,9,0,2,0,0,0,0,6,0,4,1,0,0
0,0,86,11,15,1,1551,24,44,0,15,12,159,0,6,11,65,161,78,12,3,0,0,43,0,1004,0,0,19,6,233,1,4,68,12,0,15,0,0,9,0,0,11,0,203,0,1,49,0,0,19,3,6,0,259,0,2,0,13,0,0,18,1,0,1,356,203,501,0,0,0,4,315,0,104,0,0,0,39,134,2,4,1,0,0
0,0,2,21,18,0,51,0,0,0,0,0,1,1,66,1,6,2,1,0,29,0,1,0,0,21,0,0,0,0,2,0,0,2,0,0,16,0,1,63,31,0,1,0,5,0,0,1,0,0,1,4,1,0,11,0,2,0,10,3,0,1,0,1,0,3,5,35,0,0,0,54,2,1,1,0,6,0,3,3,4,1,4,0,0
0,0,687,80,110,4,11961,55,466,0,185,133,4491,1,184,614,723,2775,2923,101,34,0,1,1023,1,7979,0,0,99,24,1537,93,8,5705,873,0,189,0,1,114,24,32,88,0,7659,0,11,376,0,0,60,14,21,9,1463,0,24,7,174,2,0,326,14,356,3,0,1843,5473,0,0,0,39,1704,6,4185,10,9,5,765,1945,45,13,14,0,0
0,0,822,187,323,6,32032,71,360,0,35,256,1210,1,87,104,524,1397,1007,34,56,0,0,203,1,9825,0,0,83,21,2295,11,13,565,104,0,417,0,0,131,30,7,42,0,4467,0,11,737,0,0,118,21,14,16,6470,0,13,10,130,0,0,29,10,203,5,1843,0,6046,0,0,2,57,4470,10,356,38,7,16,492,1811,9,8,17,0,0
0,0,1112,363,444,3,54041,99,1840,0,142,398,3328,9,250,449,3162,5922,3250,95,192,0,3,438,1,25621,0,0,94,27,8040,40,23,1478,285,0,574,2,0,342,63,13,64,0,9140,0,9,1243,0,0,107,45,35,14,7198,0,33,9,255,7,1,114,21,501,35,5473,6046,0,0,0,0,160,7150,14,1204,14,40,7,1070,2806,48,12,29,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,151,126,0,242,2,1,0,2,2,31,2,130,3,14,39,13,0,84,0,1,6,0,121,0,0,1,0,29,0,1,7,9,0,109,2,3,194,43,0,2,0,64,0,1,6,0,0,0,9,0,0,48,0,12,0,13,8,0,4,0,4,54,39,57,160,0,0,0,0,23,0,11,0,20,0,17,22,2,1,23,0,0
0,0,577,103,175,2,27229,72,422,0,41,232,869,0,64,114,645,1217,867,36,35,0,0,162,1,9116,0,0,78,34,2714,7,17,443,96,0,219,0,0,96,16,4,31,0,3086,0,3,715,0,0,100,10,38,4,5936,0,7,7,64,1,0,26,9,315,2,1704,4470,7150,0,0,2,23,0,4,386,8,8,2,342,1141,7,3,7,0,0
0,0,10,0,1,0,45,1,1,0,4,0,9,0,1,2,1,4,0,0,0,0,0,4,0,19,0,0,1,0,0,1,0,4,2,0,3,0,0,1,0,0,0,0,15,0,0,4,0,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,1,6,10,14,0,0,0,0,4,0,4,1,0,0,4,3,0,0,0,0,0
0,0,92,10,14,0,2685,15,126,0,124,19,2040,0,52,161,227,655,1082,10,5,0,0,183,0,1512,0,0,12,4,590,12,1,876,158,0,32,0,0,20,4,3,10,0,2269,0,2,65,0,0,10,1,6,0,334,0,4,0,29,0,0,74,2,104,1,4185,356,1204,0,0,0,11,386,4,0,2,2,0,162,497,5,4,3,0,0
0,0,11,0,2,0,60,1,0,0,0,0,5,0,1,1,0,6,0,0,0,0,0,0,0,17,0,0,0,1,3,0,0,3,1,0,1,0,0,0,0,0,1,0,10,0,0,2,0,0,3,0,0,1,10,0,0,0,1,0,0,1,0,0,0,10,38,14,0,0,0,0,8,1,2,0,0,0,1,1,1,0,0,0,0
0,0,1,16,14,0,52,0,1,0,1,0,7,0,21,4,3,7,6,0,20,0,0,0,0,31,0,0,0,0,4,0,0,1,2,0,7,0,1,25,5,0,1,0,7,0,0,0,0,0,0,0,2,0,5,0,3,0,11,0,0,1,0,0,6,9,7,40,0,0,0,20,8,0,2,0,0,0,4,5,7,0,2,0,0
0,0,1,0,0,0,25,1,0,0,1,1,1,0,1,0,1,6,0,0,0,0,0,6,0,13,0,0,1,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,5,16,7,0,0,0,0,2,0,0,0,0,0,1,33,0,0,0,0,0
0,0,100,20,26,1,2051,10,69,0,8,13,430,0,27,133,166,797,276,12,9,0,0,82,0,1398,0,0,24,3,202,7,0,126,41,0,49,0,0,16,2,3,9,0,689,0,3,35,0,0,4,5,2,2,253,0,3,1,26,0,0,23,0,39,3,765,492,1070,0,0,0,17,342,4,162,1,4,1,0,983,6,0,1,0,0
0,0,299,51,72,3,6776,29,279,0,50,51,1010,0,34,204,352,1092,821,22,25,0,1,205,1,3503,0,0,65,8,1056,13,4,623,120,0,118,0,0,58,9,4,23,0,2646,0,0,192,0,0,14,6,16,0,928,0,8,2,45,0,0,55,6,134,3,1945,1811,2806,0,0,0,22,1141,3,497,1,5,33,983,0,27,1,3,0,0
0,0,2,4,4,0,90,0,0,0,1,1,16,0,12,3,5,9,10,2,2,0,0,3,0,52,0,0,2,0,5,0,0,9,3,0,5,0,0,6,0,0,0,0,16,0,0,1,0,0,0,2,0,0,8,0,1,0,25,0,0,0,0,2,4,45,9,48,0,0,0,2,7,0,5,1,7,0,6,27,0,0,1,0,0
0,0,3,2,5,4,74,3,0,0,0,0,11,0,2,2,0,6,3,0,1,0,0,2,0,44,0,0,0,5,1,0,0,8,1,0,1,0,0,1,0,2,11,0,6,0,0,1,0,0,4,0,2,72,17,0,0,47,5,0,0,0,4,4,1,13,8,12,0,0,0,1,3,0,4,0,0,0,0,1,0,0,0,0,0
0,0,3,88,88,0,95,0,0,0,0,0,3,0,9,0,2,8,7,2,13,0,0,4,0,44,0,0,0,0,6,0,0,3,1,0,19,0,0,37,6,0,0,0,18,0,0,2,0,0,0,4,0,0,9,0,6,0,1,0,0,0,1,1,4,14,17,29,0,0,0,23,7,0,3,0,2,0,1,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
